cluster_name,classification_label,num_distinct_enzyme_classes,num_distinct_enzyme_subfamilies,total_ec_numbers,enzyme_classes,enzyme_subfamilies,all_ec_numbers,e2p2_file
RANDOM_MGC_6426,0,2,2,2,1;3,1.1;3.2,1.1.1.1;3.2.1.4,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_6426/RANDOM_MGC_6426.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_6427,0,2,3,4,1;3,1.1;1.2;3.6,3.6.5.1;1.2.1.27;1.1.5.3;1.1.99.5,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_6427/RANDOM_MGC_6427.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_6428,0,1,1,1,3,3.1,3.1.2.22,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_6428/RANDOM_MGC_6428.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_6429,0,0,0,0,,,,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_6429/RANDOM_MGC_6429.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_6430,0,3,3,4,2;3;6,2.3;3.1;6.2,3.1.3.2;3.1.4.46;6.2.1.76;2.3.2.27,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_6430/RANDOM_MGC_6430.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_6431,0,2,2,3,1;2,1.11;2.1,2.1.1.204;1.11.1.11;1.11.1.7,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_6431/RANDOM_MGC_6431.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_6432,0,2,2,4,1;3,1.5;3.1,3.1.1.3;3.1.3.4;1.5.3.16;1.5.3.17,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_6432/RANDOM_MGC_6432.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_6433,0,0,0,0,,,,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_6433/RANDOM_MGC_6433.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_6434,0,2,2,2,2;3,2.3;3.1,3.1.1.1;2.3.2.27,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_6434/RANDOM_MGC_6434.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_6435,0,0,0,0,,,,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_6435/RANDOM_MGC_6435.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_6436,0,1,1,1,2,2.7,2.7.1.3,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_6436/RANDOM_MGC_6436.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_6437,0,1,1,1,2,2.4,2.4.1.34,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_6437/RANDOM_MGC_6437.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_6438,0,2,2,2,3;6,3.4;6.5,3.4.23.12;6.5.1.1,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_6438/RANDOM_MGC_6438.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_6439,0,2,2,2,2;3,2.7;3.1,2.7.6.1;3.1.2.12,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_6439/RANDOM_MGC_6439.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_6440,0,1,1,1,3,3.2,3.2.1.186,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_6440/RANDOM_MGC_6440.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_6441,0,1,1,1,1,1.14,1.14.17.4,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_6441/RANDOM_MGC_6441.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_6442,0,0,0,0,,,,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_6442/RANDOM_MGC_6442.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_6443,0,3,3,4,1;2;3,1.14;2.3;3.1,1.14.11.33;3.1.2.2;3.1.2.20;2.3.2.27,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_6443/RANDOM_MGC_6443.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_6444,0,1,1,1,3,3.1,3.1.1.73,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_6444/RANDOM_MGC_6444.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_6445,0,1,1,2,3,3.4,3.4.21.26;3.4.22.33,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_6445/RANDOM_MGC_6445.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_6446,0,1,1,1,1,1.16,1.16.1.7,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_6446/RANDOM_MGC_6446.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_6447,0,0,0,0,,,,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_6447/RANDOM_MGC_6447.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_6448,0,2,2,2,3;5,3.1;5.4,5.4.2.2;3.1.4.4,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_6448/RANDOM_MGC_6448.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_6449,0,2,2,2,2;3,2.3;3.1,3.1.1.11;2.3.2.27,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_6449/RANDOM_MGC_6449.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_6450,0,2,2,3,1;2,1.14;2.3,2.3.1.119;2.3.1.199;1.14.11.2,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_6450/RANDOM_MGC_6450.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_6451,0,2,2,2,2;4,2.7;4.3,4.3.3.2;2.7.11.1,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_6451/RANDOM_MGC_6451.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_6452,0,1,1,1,3,3.1,3.1.3.16,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_6452/RANDOM_MGC_6452.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_6453,0,0,0,0,,,,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_6453/RANDOM_MGC_6453.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_6454,0,2,2,2,2;3,2.1;3.6,3.6.4.12;2.1.1.37,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_6454/RANDOM_MGC_6454.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_6455,0,0,0,0,,,,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_6455/RANDOM_MGC_6455.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_6456,0,3,3,3,1;2;4,1.13;2.7;4.2,1.13.11.12;2.7.4.2;4.2.1.134,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_6456/RANDOM_MGC_6456.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_6457,0,1,1,1,2,2.3,2.3.1.51,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_6457/RANDOM_MGC_6457.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_6458,0,1,1,1,2,2.7,2.7.1.25,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_6458/RANDOM_MGC_6458.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_6459,0,3,3,4,1;2;3,1.3;2.4;3.2,3.2.1.15;3.2.1.67;1.3.5.1;2.4.1.43,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_6459/RANDOM_MGC_6459.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_6460,0,1,1,2,2,2.5,2.5.1.16;2.5.1.79,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_6460/RANDOM_MGC_6460.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_6461,0,1,1,2,2,2.4,2.4.1.218;2.4.1.91,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_6461/RANDOM_MGC_6461.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_6462,0,2,2,3,1;2,1.13;2.7,2.7.11.1;2.7.11.1;1.13.11.92,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_6462/RANDOM_MGC_6462.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_6463,0,1,1,1,2,2.6,2.6.1.2,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_6463/RANDOM_MGC_6463.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_6464,0,2,2,3,2;3,2.7;3.2,3.2.1.37;3.2.1.55;2.7.12.1,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_6464/RANDOM_MGC_6464.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_6465,0,0,0,0,,,,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_6465/RANDOM_MGC_6465.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_6466,0,2,2,2,1;4,1.17;4.3,1.17.1.8;4.3.3.7,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_6466/RANDOM_MGC_6466.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_6467,0,1,1,1,2,2.7,2.7.1.23,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_6467/RANDOM_MGC_6467.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_6468,0,0,0,0,,,,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_6468/RANDOM_MGC_6468.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_6469,0,1,1,2,2,2.7,2.7.11.1;2.7.11.1,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_6469/RANDOM_MGC_6469.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_6470,0,0,0,0,,,,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_6470/RANDOM_MGC_6470.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_6471,0,1,1,1,2,2.7,2.7.1.23,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_6471/RANDOM_MGC_6471.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_6472,0,1,1,1,3,3.1,3.1.1.73,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_6472/RANDOM_MGC_6472.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_6473,0,0,0,0,,,,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_6473/RANDOM_MGC_6473.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_6474,0,1,1,1,3,3.1,3.1.1.3,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_6474/RANDOM_MGC_6474.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_6475,0,0,0,0,,,,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_6475/RANDOM_MGC_6475.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_6476,0,2,2,2,2;3,2.4;3.6,2.4.1.368;3.6.4.12,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_6476/RANDOM_MGC_6476.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_6477,0,0,0,0,,,,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_6477/RANDOM_MGC_6477.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_6478,0,0,0,0,,,,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_6478/RANDOM_MGC_6478.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_6479,0,2,2,2,2;3,2.7;3.6,2.7.11.1;3.6.5.5,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_6479/RANDOM_MGC_6479.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_6480,0,1,1,1,3,3.4,3.4.23.12,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_6480/RANDOM_MGC_6480.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_6481,0,2,2,4,3;7,3.1;7.6,3.1.3.18;7.6.2.1;7.6.2.2;7.6.2.3,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_6481/RANDOM_MGC_6481.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_6482,0,1,1,1,3,3.6,3.6.5.2,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_6482/RANDOM_MGC_6482.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_6483,0,0,0,0,,,,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_6483/RANDOM_MGC_6483.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_6484,0,1,1,1,3,3.5,3.5.1.127,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_6484/RANDOM_MGC_6484.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_6485,0,3,3,3,2;6;7,2.3;6.1;7.2,7.2.2.8;2.3.2.27;6.1.1.15,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_6485/RANDOM_MGC_6485.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_6486,0,2,2,2,1;3,1.14;3.1,1.14.14.17;3.1.1.3,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_6486/RANDOM_MGC_6486.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_6487,0,1,1,2,3,3.4,3.4.22.31;3.4.23.40,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_6487/RANDOM_MGC_6487.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_6488,0,1,1,1,3,3.6,3.6.4.13,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_6488/RANDOM_MGC_6488.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_6489,0,0,0,0,,,,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_6489/RANDOM_MGC_6489.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_6490,0,1,1,1,3,3.2,3.2.1.55,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_6490/RANDOM_MGC_6490.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_6491,0,2,2,3,2;3,2.7;3.1,2.7.7.49;2.7.7.7;3.1.26.4,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_6491/RANDOM_MGC_6491.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_6492,0,0,0,0,,,,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_6492/RANDOM_MGC_6492.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_6493,0,2,2,3,2;3,2.7;3.1,3.1.3.16;2.7.11.1;3.1.3.2,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_6493/RANDOM_MGC_6493.MaxWeightAbsoluteThreshold.default.pf
